Society_latitude,Society_longitude,Area_latitude,Area_longitude,Region,Division,Subregion,Area,society,alternative_names,People,People2,People3,Arensberglomax_clusters,Focal_years,cantometrics_samplesize,minutage_samplesize,parlametrics_samplesize,phonotactics_samplesize,Koppen_climate_terrain,Koppen_code,Arensberglomax_taxon,Taxon_id,Language,Language_nearsubfamily,Language_largersubfamily,Language_family,Language_familytree,ISO6393,Glottocode,Country,Country_id,society_id,C_cid,M_cid,P_cid,Ph_cid,Ch_cid,dplace_id,EA_cu_name,EA_cu# UPDATE,Murdock_cu#,EA_Prov_name,EA_Prov_#,EA_#,Culture_Wiki,Society_summary,Notes_1,Notes_2,Culture Sources
16.41,-92.41,16.84,-92.5,Central America,Mexico,S Mexican Lowlands,Chiapas Lowlands,Lacandon,Hach Winik,Chiapas Maya,,Mexico Indigenous Peoples,Nuclear America,1945-53; 1947-50; 1947-65,6,6,,,"Monsoon, Tropical Savannah","Am, Aw",Iu (Unclassified Incipient Producers),scfal412,Lacandon,Yucatecan,Core Mayan,Mayan,"Mayan, Yucatecan",ISO 639-3: lac,laca1243,Mexico,,19526,19526,19526,,,,,LACANDON,Sa10,19526,Maya,167,17996,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottolaca1243 @Ethnolac @WikiLacandon  
41.87,65.77,50.39,56,Central Asia,N Central Asia,N Central Steppe,Kazakh Steppe,Kazakh Steppe Nomads,Qazaq; Kazak,Kazakh Turco-Mongol,,Central Asia Turco-Mongols,Central Asia,1958; 1959; pre-1964,6,5,,,Warm Summer Continental,Dfb,P-Central Asian,scfal1012,Kazakh,Kipchak,Common Turkic,Turkic,"Turkic, Kipchak",ISO 639-3: kaz,kaza1248,Kazakhstan,,18294,18294,18294,,,,,KAZAK,Eb1,18294,Turkestan,72,30279,wiki,"The Kazakhs appeared in the 15th century from an amalgam of Turkic tribes who came into Transoxiana around the 8th century and of Mongols who entered the region in the 13th century. ""'Kirghiz' is a term for both Kirghiz and Kazak tribes, who are Turko-Tataric Mongolians living in Central Asia. They are nomadic. The Kirghiz are more nomadic and Mongol than the Kazak. Language belongs to Turko-Tataric branch of Ural Altaic. They are generally Moslems with shamanistic survivals."" From Robert Garfias recording notes",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottokaza1248 @Ethnokaz @WikiKazakhs  
53.81,109.33,51.83,107.68,Central Asia,N E Central Asia,N Eastern Steppe,Ulan-Ude,Buryat,Buryaad; Buriad,Buryat Mongol,,Mongol Peoples,Central Asia,1958,10,10,,,Subarctic,Dwc,Unclassified Food Producers,scfal1222,Buriat,Buriat,Eastern Mongolic,Mongolic-Khitan,"Mongolic-Khitan, Mongolic, Oirat-Khalka, Khalkha-Buriat",ISO 639-3: bua,buri1258,Russia,,12871,12871,12871,,,,,BURYAT,Eb6,12871,Mongols,82,18226,wiki,"Buryats are the largest indigenous group in Siberia, mostly living in the Buryat Republic, federal territory of  Russia. They are the largest northern subgroup of the Mongols and share a lot of customs with them. ",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoburi1258 @Ethnobua @WikiBuryats  
36.03,139.85,35.54,139.14,East Asia,Japan,C Japan,Kanto Reg,Kanto,,Japanese Villagers,,Japanese Peoples,Village Japan,1943,2,1,,,Warm Oceanic Humid Subtropical,Cfa,,,Kantō,Eastern Japanese,Japanese,Japonic,"Japonic, Japanesic, Japan-Taiwan Japanese, Japanese, Eastern Japanese",,kant1251,Japan,,30054,30054,30054,,,,,JAPANESE,Ed5,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottokant1251  @WikiKanto  
38.91,140.68,39.26,140.8,East Asia,Japan,N E Japan,Tohoku Reg,Tohoku,Ebisu,Emishi,,Emishi People,Village Japan,1943,2,1,,,Humid Continental,Dfa,,,Tōhoku,Eastern Japanese,Japanese,Japonic,"Japonic, Japanesic, Japan-Taiwan Japanese, Japanese, Eastern Japanese",,toho1244,Japan,,30051,30051,30051,,,,,,,,,,,wiki,The Emishi people were depicteded by various tribes. They constructed a unique approach of warfare where horse archery and hit-and-run tactics were very persuasive against the slower and weaker Japanese imperial army. Their unique tactics were very successful and there was no match to these battle styles.  ,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottotoho1244  @WikiTohoku  
34.38,133.53,33.7,133.38,East Asia,Japan,S E Japan,Shikoku Reg,Shikoku,,Japanese Villagers,,Japanese Peoples,Village Japan,1950-51,3,4,,,Warm Oceanic Humid Subtropical,Cfa,,,Shikoku,Western Japanese,Japanese,Japonic,"Japonic, Japanesic, Japan-Taiwan Japanese, Japanese",,shik1243,Japan,,30055,30055,30055,,,,,JAPANESE,Ed5,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoshik1243  @WikiShikoku  
33.75,133.51,34.56,131.97,East Asia,Japan,S W Japan,Chugoku Reg,Chugoku ,,Japanese Villagers,,Japanese Peoples,Village Japan,1950-51; 1950s,4,2,,,Warm Oceanic Humid Subtropical,Cfa,,,Chūgoku,Western Japanese,Japanese,Japonic,"Japonic, Japanesic, Japan-Taiwan Japanese, Japanese",,chug1253,Japan,,30053,30053,30053,,,,,JAPANESE,Ed5,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottochug1253  @WikiChugoku  
32.77,130.98,32.44,130.94,East Asia,Japan,S W Japan,Kyushu,Kyushu,,Japanese Villagers,,Japanese Peoples,Village Japan,1943,1,1,,,Warm Oceanic Humid Subtropical,Cfa,,,Kyūshū,Kyūshū,Japanese,Japonic,"Japonic, Japanesic, Japan-Taiwan Japanese, Japanese",,kyus1238,Japan,,30056,30056,30056,,,,,JAPANESE,Ed5,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottokyus1238  @WikiKyushu  
42.87,20.39,42.15,20.74,Europe,Southeast Europe/ Balkans,Kosovo,"Prizren Dist, E Kosovo",Dragas,Sharri; Dragash,Serbian Kosovo,South Slavs,Slavic Peoples,Old Europe,1964,8,7,,,Temperate No Dry Season/ Hot Summer,Cfa,Unclassified Complex Cultivators,scfal1205,Gorani,South Slavic,Balto-Slavic,Indo-European,"Indo-European, Balto-Slavic, Slavic, South Slavic, Eastern South Slavic",,,Kosovo,,14752,14752,14752,,,,,SERBIA-DRAGAS,,14752,,,41017,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap   @WikiDragas  
40.95,-4.17,42.09,-4.79,Europe,Southern Europe,C Spain,Castilla y León,Segovia,,Castilians,C Spanish Peoples,Latin Peoples,Western Europe,1952,2,2,,,Semi Arid Steppe Cold,BSk ,PA-Europe,scfal1095,Spanish,Castilic,Latinic,Indo-European,"Indo-European, Italic, Latinic, Romance, Western Romance, West Ibero-Romance, Castilic",ISO 639-3: spa,stan1288,Spain,,26038,26038,26038,,,13267,,SPANIARDS,Ce6,26080,,,54067,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottostan1288 @Ethnospa @WikiSegovia  
38.98,-3.92,39.15,-2.92,Europe,Southern Europe,C Spain,Castilla-La Mancha,La Mancha,,Castilians,C Spanish Peoples,Latin Peoples,Western Europe,1952,6,2,,,Semi Arid Steppe Cold,BSk,,,Spanish,Castilic,Latinic,Indo-European,"Indo-European, Italic, Latinic, Romance, Western Romance, West Ibero-Romance, Castilic",ISO 639-3: spa,stan1288,Spain,,26049,26049,26049,,,13267,,SPANIARDS,Ce6,26085,,,54067,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottostan1288 @Ethnospa @WikiLa  
39.92,-5.17,39.15,-2.92,Europe,Southern Europe,C Spain,Castilla-La Mancha,Oropesa,,Castilians,C Spanish Peoples,Latin Peoples,Western Europe,1952,6,5,,,Semi Arid Steppe Cold,BSk,,,Castilian,Castilic,Latinic,Indo-European,"Indo-European, Italic, Latinic, Romance, Western Romance, West Ibero-Romance, Castilic, Spanish",,cast1244,Spain,,26071,26071,26071,,,13267,,SPANIARDS,Ce6,26070,,,54067,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottostan1288 @Ethnospa @WikiOropesa  
43.28,-1.32,43.12,-2.35,Europe,Southern Europe,N Spain,Basque Aut. Community & Navarre,Spanish Basques,Euskaldunak; Vascos; Bascos,Basque Peoples,Northern Iberians,Latin Peoples,Old Europe,1952,11,10,1,10,Temperate No Dry Season/ Warm Summer,Cfb,PA-Europe,scfal1091,Basque (language isolate),Basque (language isolate),Basque (language isolate),Basque (language isolate),Isolated language,ISO 639-3: eus,basq1248,Spain,,11804,11804,11804,11804,11804,11804,,BASQUES,Ce8,11804,Southern Europe,56,7214,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottobasq1248 @Ethnoeus @WikiBasques  
42.66,-6.01,42.62,-5.97,Europe,Southern Europe,N W Spain,Leonese Reg,Leon,,Astorgans,Central Iberians,Latin Peoples,Western Europe,1952,3,1,,9,Temperate Dry Summer/ Warm Summer,Csb,,,Leonese,Asturo-Leonese,Latinic,Indo-European,"Indo-European, Italic, Latinic, Romance, Western Romance, West Ibero-Romance, Asturian-Leonese-Cantabrian",,leon1250,Spain,,26005,26005,26005,,26005,,,SPANIARDS,Ce6,19830,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoleon1250  @WikiLeon  
37.99,-1.13,37.98,-1.13,Europe,Southern Europe,S E Spain,Murcia,Murcia,,Murciegos,Eastern Iberians,Latin Peoples,Western Europe,1952,4,1,,,Semi Arid Steppe Cold,BSk,,,Murcian Spanish,Castilic,Latinic,Indo-European,"Indo-European, Italic, Latinic, Romance, Western Romance, West Ibero-Romance, Castilic, Spanish",,murc1238,Spain,,26060,26060,26060,,,,,SPANIARDS,Ce6,26060,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottomurc1238  @WikiMurcia  
38.71,16.12,38.65,16.12,Europe,Southern Europe,S Italy,"Vibo Valentia, Calabria",Vibo Valentia,,Vibonesi,Italiote Italians,S Italic Peoples,,1954,1,1,,,Temperate Dry Summer/ Hot Summer,Csa,,,Southern Calabro,Italo-Dalmatian,Latinic,Indo-European,"Indo-European, Italic, Latinic, Romance, Sicilian",,sout2616,Italy,,62494,62494,62494,,,,,,,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottosout2616  @WikiViboValentia  
36.53,-6.28,37.23,-5.19,Europe,Southern Europe,S Spain,Andalusia,Cadiz,Andalucia,Andalusians,S Spanish,Latin Peoples,Old Eurasia,1952,3,3,,3,Temperate Dry Summer/ Hot Summer,Csa,PA-Europe,scfal1087,Andalusian,Castilic,Latinic,Indo-European,"Indo-European, Italic, Latinic, Romance, Western Romance, West Ibero-Romance, Castilic, Spanish",,anda1279,Spain,,10572,10572,10572,,10572,10572,,SPANIARDS,Ce6,10572,,,19497,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoanda1279  @WikiCadiz  
37.38,-5.97,37.23,-5.19,Europe,Southern Europe,S Spain,Andalusia,Seville,,Andalusians,S Spanish,Latin Peoples,,1952;,8,6,,6,Temperate Dry Summer/ Hot Summer,Csa,,,Andalusian,Castilic,Latinic,Indo-European,"Indo-European, Italic, Latinic, Romance, Western Romance, West Ibero-Romance, Castilic, Spanish",,anda1279,Spain,,62416,62416,62416,,62416,,,SPANIARDS,Ce6,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoanda1279  @WikiSeville  
37.6,14.39,37.54,14.03,Europe,Southern Europe,"Sicily, Italy",C Sicily,Enna,,Sicilians,Siculo-Italiotes,S Italic Peoples,,1954,3,4,,,Temperate Dry Summer/ Hot Summer,Csa,,,Central Metafonetica,Italo-Dalmatian,Latinic,Indo-European,"Indo-European, Italic, Sicilian",,cent1963,Italy,,62496,62496,62496,,,,,,,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottocent1963  @WikiEnna  
38.08,13.51,37.82,13.03,Europe,Southern Europe,"Sicily, Italy",W Sicily,Bagheria,,Sicilians,Siculo-Palermo Peoples,S Italic Peoples,Old Eurasia,1954,2,1,,,Temperate Dry Summer/ Hot Summer,Csa,Unclassified Complex Cultivators,scfal1208,W Sicilian,Italo-Dalmatian,Latinic,Indo-European,"Indo-European, Italic, Latinic, Romance, Italan Romance, Sicilian",,west2346,Italy,,25543,25543,25543,,,25543,,SICILY,,25543,,,51043,wiki,"The carrittera is perhaps the most highly developed monodic singing in Sicily, specifically Palermo. Carters sang while driving their merchandise and in the fùnnachi (warehouses) where they stopped for refreshments and challenged one another to contests of vocal virtuousity.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottowest2346  @WikiBagheria  
37.36,13.85,37.54,14.03,Europe,Southern Europe,"Sicily, Italy",W Sicily,Canicattì,,Sicilians,Siculo-Carthaginian Peoples,S Italic Peoples,,1954; 1955;,4,2,,,Temperate Dry Summer/ Hot Summer,Csa,,,Central Metafonetica,Italo-Dalmatian,Latinic,Indo-European,"Indo-European, Italic, Latinic, Romance, Sicilian",,cent1963,Italy,,62495,62495,62495,,,,,,,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottocent1963  @WikiCanicatti  
38.02,12.53,37.82,13.03,Europe,Southern Europe,"Sicily, Italy",W Sicily,Trapani,,Sicilians,Siculo-Carthaginian Peoples,S Italic Peoples,,1954,1,1,,,Temeperate Dry Summer/ Hot Summer,Csa,,,W Sicilian,Italo-Dalmatian,Latinic,Indo-European,"Indo-European, Italic, Latinic, Romance, Italan Romance, Sicilian",,west2346,Italy,,62497,62497,62497,,,,,,,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottowest2346  @WikiTrapani  
56.76,-5.24,56.61,-3.97,Europe,Western Europe,C Scotland,"Perthshire, C Scotland",Perthshire,Perth,Lowland Scots,Anglo-Celts,Celtic Peoples,Western Europe,1951,1,1,,,Subarctic,Dfc,,,Scottish Gaelic,Goidelic,Celtic,Indo-European,"Indo-European, Celtic, Goidelic",ISO 639-3: gla,scot1245,Scotland,,50244,50244,50244,,,,,SCOTLAND,,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap   @WikiPerthshire  @Glottoscot1245
57.14,-2.09,57.27,-2.69,Europe,Western Europe,E Scotland Coast,"Aberdeenshire, E Scotland",Aberdeen,Scotland,Lowland Scots,Anglo-Celts,Celtic Peoples,Western Europe,1951; 1953; 1950s,4,1,,,Temperate No Dry Season/ Warm Summer,Cfb,,,Scots (also known as Doric),Anglic,Germanic,Indo-European,"Indo-European, Germanic, Anglic",ISO 639-3: sco,scot1243,Scotland,,25071,25071,25071,,,,,,,,,,,wiki,"On the coast of the North Sea, between the mouths of the Don and Dee rivers, Aberdeen has a longtime maritime heritage. The local dialect is Doric.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoscot1243 @Ethnosco @WikiAberdeen  
52.13,5.29,52.23,5.43,Europe,Western Europe,Low Countries,Netherlands,Nederlanders,Dutch,Nederlanders,Atlantic Europeans,Germanic Peoples,Western Europe,1946; 1951; 1950-60,9,10,,,Temperate No Dry Season/ Warm Summer,Cfb,PA-Europe,scfal1100,Dutch,Macro-Dutch,Germanic,Indo-European,"Indo-European, Germanic, Macro-Dutch, Global Dutch",ISO 639-3: nld,dutc1256,Netherlands,,14851,14851,14851,,,14851,,DUTCH,Cg1,14851,Northwestern Europe,57,826,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottodutc1256 @Ethnonld @WikiDutch  
55.88,-4.28,56.02,-4.11,Europe,Western Europe,Lowland Scotland,"C Lowlands, S E Scotland",Lowland Scotland,Lowland Scots,Lowland Scots,Anglo-Celts,Celtic Peoples,Western Europe,1951; 1950s,7,6,,,Temperate No Dry Season/ Warm Summer,Cfb,PA-Europe,scfal1115,Scots,Anglic,Germanic,Indo-European,"Indo-European, Germanic, Anglic",ISO 639-3: sco,scot1243,Scotland,,20087,20087,20087,,,,,SCOTS-LOWLAND,,20087,,,30542,wiki,"Fyvie is located in the Aberdeenshire countryside, sitting on the banks of the Ythan. Once known as ‘Fywin,' the name Fyvie is derived from ""Fia-chein"" or ‘Deer hill.' It’s said that the large pearl in the Scottish Crown jewels was found in the Ythan a few miles from Fyvie. At the time it was the biggest pearl ever found in mussels of its sandy pools, known as ""The Rich Rig of Scotland.""",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoscot1243 @Ethnosco @WikiScottish  
53.99,-8.06,54,-7.8,Europe,Western Europe,N Ireland,"Cty Leitrim, N Ireland",Leitrim,Liatroma,Northern Irish,Anglo-Celts,Celtic Peoples,Western Europe,1954,2,1,,, Temperate No Dry Season/ Warm Summer,Cfb,,,Irish,Goidelic,Celtic,Indo-European,"Indo-European, Celtic, Goidelic",ISO 639-3: gle,iris1253,Ireland,,50248,50248,50248,,,,,,Cg3,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoiris1253 @Ethnogle @WikiLeitrim  
49.51,-113.18,59.72,-106.13,North America,Canada,Canadian Plains,Alberta/ N W Territories/ Saskatchewan,Káínawa,Bloodback; Kainai; Kainawa; Blood,Blackfoot Algonquian,W Algonguian Peoples,Plains Peoples,Circum-Pacific Hunter/ Foragers,1914; 1953-54,8,7,1,,Temperate Continental/ Humid,Dfb,HF-Plains,scfal246,Siksika,Siksika,Algonquian-Blackfoot,Algic,"Algic, Algonquian",ISO 639-3: bla,siks1238,Canada; United States,,12343,12343,12343,12343,,12343,,BLOODBACK,Ne13,12343,Northern Plains,150,14128,wiki,"The Káínawa, or Many Chief People, belong to the Blackfoot Confederacy whose homelands are on the Oldman, Belly and St. Mary rivers, northeast of their present reservation in S. Alberta. In summer they gathered in large camps with the Siksikas and Piegans, other Blackfoot tribes; in winter they split off into small bands to hunt bison.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottosiks1238 @Ethnobla @WikiKainai  
49.57,-74.84,49.54,-73.74,North America,Canada,E Canada,Quebec,French Canadians,Franco-Canadians; Canadiens,Quebecoises/ French Canadians,French Canadians,Gallic Peoples,Western Europe,1918; 1938; 1941; 1955,12,10,,,Temperate Continental/ Humid,Dfb,PA-Europe,scfal1102,Québécois French,Oil,Latinic,Indo-European,"Indo-European, Italic, Latinic, Romance, Oil, Gallo-Rhaetian, Global French",,queb1247,Canada,,15489,15489,15489,,,15489,,CANADA:FRENCH,Cf5,15489,Southern Europe,56,33084,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoqueb1247  @WikiFrenchCanadian  
53.48,-132.33,54.51,-131.57,North America,Canada,N W Coast/ BC,Haida Gwaii Archipelago/ Prince of Wales Island,Haida,Hydah,Haida Nation,Northwest Coast Indigenous Peoples,Northwest Coast Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1942,10,10,,,Temperate Oceanic,Cfb,HF-Northwest Coast,scfal214,Haida (language isolate),Haida (language isolate),Haida (language isolate),Haida (language isolate),Isolated language,ISO 639-3: hai,haid1248,Canada; United States,,16424,16424,16424,,,16424,,HAIDA,Nb1,16424,Northern Northwest Coast,137,10304,wiki,"The Haida are a fishing, gathering and hunting First Nations tribe on the Haida Gwaii islands off the northern coast of British Columbia. They are fine carvers, known for beautifully crafted totem poles erected to coincide with a potlatch, a ceremony hosted by wealthy, high-ranking community member, with dancing, feasting, and an elaborate gift giving ceremony.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottohaid1248 @Ethnohai @WikiHaida  
48.79,-115.06,50.14,-117.75,North America,Canada,W Canadian Plateau,S E British Columbia,Ktunaxa,Kutenai: Kootenay: Kootenai,Ktunaxa Nation,Kutenai Peoples,Plateau Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1953,10,1,,,"Cool Continental/ Subarctic, Temperate Continental/ Humid","Dfc, Dfb",HF-Plains,scfal260,Kutenai (language isolate),Kutenai (language isolate),Kutenai (language isolate),Kutenai (language isolate),Isolated language,ISO 639-3: kut,kute1249,United States,,19394,19394,19394,,,19394,,KUTENAI,Nd7,19394,Northern Plateau,149,49739,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottokute1249 @Ethnokut @WikiKutenai  
60.31,-161.49,67.68,-160.39,North America,United States,Arctic Alaska,N W Alaska,Yu'pik,Yupik; Alaska Eskimo; Yu'pik Inuit,Yupik Peoples,Arctic Indigenous Peoples,Arctic Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1946; 1954; 1962-63,11,8,1,,Tundra,ET,HF-Plateau,scfal167,Central Alaskan Yupik,Central Alaskan Yupik,Yupik,Eskimo-Aleut,"Eskimo-Aleut, Eskimo, Yupik",ISO 639-3: esu,cent2127,United States,,10286,10286,10286,10286,,10286,,ALASKA ESKIMO,,10286,,,11816,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottocent2127 @Ethnoesu @WikiYupik  
38.56,-122.59,39.1,-122.71,North America,United States,C California,Lake Cty,Eastern Pomo,Clear Lake Pomo,Pomo Peoples,C California Peoples,California Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1964;,3,4,,,Warm Mediterranean,Csa,C-California,scfal71,Eastern Pomo,Eastern Pomo,Eastern Pomo,Pomoan,Pomoan,ISO 639-3: peb,east2545,United States,,23849,23849,23849,,,23849,,EASTERN POMO,Nc18,23849,Central California,143,10589,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoeast2545 @Ethnopeb @WikiPomo  
46.37,-103.95,44.51,-100.43,North America,United States,Great Plains/ Central US,South Dakota,Lakota,Sioux,Lakota Sioux,,Plains Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1949; 1939-51,10,7,,,"Semi-arid Steppe Cold, Temperate Continental/ Humid","BSk, Dfb",HF-Plains,scfal272,Lakota,Dakotan,Mississippi Valley,Siouan,"Siouan, Dakotan, Sioux",ISO 639-3: lkt,lako1247,United States,,26940,26940,26940,,,26940,,TETON DAKOTA,Ne8,26940,Northern Plains,150,15465,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottolako1247 @Ethnolkt @WikiLakota  
38.54,-123.08,38.25,-122.54,North America,United States,N W California,Sonoma,Kashia Band Pomo,Southwestern Pomo; Kashia; Kashaya; Winamá Bokeya: Kashaya Pomo; Winama Bokeya,Pomo Peoples,,California Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1964,7,6,,,Temperate Mediterranean,Csb,C-California,scfal75,Kashaya (also known as Kashaya Pomo),Southern Pomoan-Kashaya,Russian River,Pomoan,"Pomoan, Russian River and Eastern, Southern Pomoan-Kashaya",ISO 639-3: kju,kash1280,United States,,30087,30087,30087,,,,,SOUTH POMO,Nc19,,Central California,143,18533,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottokash1280 @Ethnokju @WikiKashiaPomo  
46.25,-114.16,44.63,-111.06,North America,United States,Northwest US,Rocky Mts,Bitterroot Salish,Flathead; Salish; Selish,Salish,,Plateau Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1950,10,10,,10,Semi-arid Steppe/ Cold,BSk,HF-Plains,scfal253,Salishan (also known as Salish),Salishan,Salishan,Salishan,Salishan,,sali1255,United States,,15368,15368,15368,,15368,,,FLATHEAD,Nd12,15368,Northern Plateau,149,2108,wiki,"One of the easternmost tribes of the people comprising the Salish language family. In the traditional way of life, they gathered roots from early spring through the growing season and survived the seasons and the changes that came to them in closely knit families and tribes, sharing the burdens of survival as well as the joys of  life in their dances, music, games, and all-important story-telling.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottosali1255  @WikiBitterrootSalish  
34.45,-85.9,32.92,-86.98,North America,United States,Southeast US,Alabama,Alabama White,,Deep South White,,,,1928; 1955; 1959,4,1,,,Warm Oceanic Humid Subtropical,Cfa,,,Southern American English,Anglic,Germanic,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,sout3302,United States,,62470,62470,62470,,,,,,,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottosout3302  @WikiAlabama  
